12,150303,アメリカンドッグ,150,外皮はサックリ、中の生地はふんわりとした食感です。生地はほんのり甘く、生地とソーセージの味のバランスが絶妙です。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150303/783F96DC57A4720A148C002D6BE38DC0.jpg,北海道、東北、関東、甲信越、北陸、東海
13,150302,アメリカンドッグ,150,サクっとした食感とほんのり甘い風味が特徴のアメリカンドッグです。バニラフレーバーを使用した濃厚な風味にこだわりました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150302/543625EAA26D43440EB733D62A7BBE17.jpg,近畿、中国、四国、九州、沖縄
14,150176,からあげ棒,199,ザクザクとした衣が特徴の唐揚げを手軽に食べられるよう串に刺しました。スナック感覚で楽しめる商品です。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150176/092E2C6F65658FC3717DDCC66B57E917.jpg,全国
15,150476,お店で揚げたカレーパン,161,スパイスの香りが広がる濃厚なコクのあるカレーパンです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150476/C398E4EBFDB636088690781D1592239C.jpg,東北、茨城県、東京都
1,150475,お店で揚げたカレーパン,161,カリカリ食感の新オリジナルパン粉を使用、スパイスの香りが広がるとろりと濃厚なコクのあるカレーをもっちり食感の生地で包んだお店で揚げたカレーパンです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150475/708FDA1BE0BEAAE3296C83E479D131DC.jpg,山梨県、長野県
2,150468,お店で揚げたカレーパン,161,専用スパイスを配合し、香りを引き立てました。セブンイレブンでしか食べられない、こだわりのカレーパンです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150468/3ACC6FB5894CB73CB6F3F541AD9AB43E.jpg,北海道、栃木県、群馬県、埼玉県、千葉県、神奈川県、新潟県、北陸、東海、近畿、中国、四国、九州、沖縄
3,150735,ザクチキ（漆黒のＷペッパー）,251,衣はザクザク、肉はジューシーです。何度も食べたくなる胡椒の味付けに仕上げたやみつきフライドチキンです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150735/D77ED4EF2D4E1F2B029CE58A81FF0A2A.jpg,青森県、岩手県、宮城県、秋田県、山形県
4,150730,ザクチキ（刺激の麻辣）,251,衣はザクザク、肉はジューシーで、何度も食べたくなる痺れる辛さが特徴のフライドチキンです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150730/87BD72A0B9450C1F5D833AB8A7AB3FEE.jpg,京都府、大阪府、兵庫県
5,150727,ポークハムカツ,189,豚肉主体の弾力のあるハムにサクサクとした食感の衣をつけました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150727/79D4774935AA11E68DD055677989622F.jpg,栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、沖縄
6,150132,やみつき！黒胡椒からあげ３個入り,356,ジューシーなもも肉のからあげをパンチの効いた黒胡椒味に仕上げました。黒胡椒のキレで何個でも食べたくなる味付けです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150132/DC0627FF1BE8DF1BC1033291CB6EC57F.jpg,全国
7,150684,ささみ揚げ（梅しそ）,190,大葉と梅のさっぱりとした揚げ物です。ささみを使用した健康感のあるメニューです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150684/3AB826F3B319693238DF04461650010F.jpg,北海道、東北、茨城県、栃木県、群馬県、埼玉県、千葉県、甲信越、北陸、東海、近畿、中国、四国、九州、沖縄
8,150632,五目春巻,121,パリッとした皮と具材の食感を活かした本格的な五目春巻です。本場中華の味わいをぜひご堪能ください。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150632/CF21A9F5490191B11703EFD75A6EA8E6.jpg,北海道、東北、茨城県、栃木県、群馬県、埼玉県、千葉県、東京都、新潟県、長野県、北陸、東海、大阪府、奈良県、和歌山県
9,150631,五目春巻,121,皮をよりパリッと仕上げ、具材をより感じやすくなるようリニューアル致しました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150631/848394B30334DF0EF19E49161B5DBD57.jpg,埼玉県、東京都、神奈川県、山梨県、静岡県、滋賀県、京都府、大阪府、兵庫県、奈良県、中国、四国、九州、沖縄
10,150579,宇都宮餃子会監修　揚げ餃子４個入り,190,サクっとした食感と野菜のおいしさを感じられる、宇都宮餃子会監修の揚げ餃子です。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150579/60AE95724128A713863243E533CE7858.jpg,栃木県、群馬県、甲信越、北陸
11,150544,ザクチキ（魅惑のうま辛）,251,原材料の高騰により、価格を223円（税抜）から232円（税抜）に変更いたします.何度も食べたくなるうま辛い味付けに仕上げたやみつきフライドチキンです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150544/BE7B97789A23EDB6ABED51987F071A44.jpg,全国
12,150470,あじフライ,171,ふっくらとした身と、さくっと食感が特長のあじフライです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150470/38AA07B87D8F2661B34C5D47B4DB6921.jpg,長崎県
13,150051,ささみ揚げ（梅しそ）,180,大葉と梅のさっぱりとした揚げ物です。ささみを使用した健康感のあるメニューです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150051/FA219EB473D2C3E7111F458E9C779893.jpg,東京都、神奈川県
14,150388,ハッシュポテト,121,外はサクサク、中はしっとりのハッシュポテトです。じゃがいもを細かくカットし、成型して、揚げました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150388/5DB134126F76EC88E64C126F2F02C31A.jpg,福島県、茨城県
15,150327,ＢＢＱソースｉｎチキンバー（房総ハーブ鶏使用）,171,ブランド国産チキン使用・国内製造のソースinチキンバーです。食べ飽きないBBQソースを包み込んだ、ワンハンドで食べやすいスティックチキンに仕上げました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150327/AB914D2DC7EF0A4E8D527B517D820E0D.jpg,千葉県、神奈川県
1,150568,揚げたこ焼き３個入り,214,とろみとだし感を追求し、こだわりのたこ焼きに仕上げました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150568/95D14B843EBEBB830EBBFEA08CF3AB41.jpg,北海道
2,150566,揚げたこ焼き６個入り,428,とろみとだし感を追求し、こだわりのたこ焼きに仕上げました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150566/8D819623BE304A4B706A4A03BB9D6CE9.jpg,北海道
3,150131,【盛盛】ミックスポテト（塩味×コンソメ風味）,690,【７NOW実施店舗専用商品】アメリカで栽培したじゃがいもを使用した2種類の味を楽しめる大容量のポテトです。※７NOWアプリ/WEBでの販売価格は異なります。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150131/11B4AAE99249F515381D44301466E473.jpg,東京都
4,150509,北海道産ハッシュドポテト,121,北海道産じゃがいもを使用し芋本来の味を楽しめるハッシュドポテトです。外はカリっと、中はホクっとした食感のコントラストを楽しんでいただけます。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150509/DF035E048CEDF636E88D324EB8E70F9F.jpg,栃木県、群馬県、埼玉県、千葉県、東京都、神奈川県、東海、沖縄
5,150462,鶏皮ぐるぐる串,140,一本一本手作業で串刺ししたカリッ・モチッ食感がやみつきになる鶏皮串です。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150462/7341C4DFBA42D8D1EA1A4E1428581AA1.jpg,九州
6,150397,【盛盛】皮付きフライドポテト,600,【７NOW実施店舗専用商品】4/25(金)より販売開始。皮付きフライドポテトを２倍の量にしました！　※７NOWアプリ/WEBでの販売価格は異なります。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150397/962A7110557DC637D61574B610CFD347.jpg,北海道、東北、関東、甲信越、北陸
7,150167,【盛盛】サクなげ（うま塩）２０個,1,【７NOW実施店舗専用商品】4/25(金)より販売開始。サクなげ（うま塩）を２０個入れた商品！　※７NOWアプリ/WEBでの販売価格は異なります。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150167/04049F72130001BAE146F5781BE4224D.jpg,全国
8,150139,サクなげ（チーズ味）５個入り,259,国産チキン使用・国内製造のチキンナゲットです。チーズのコクと旨味のハーモニーを楽しめます。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150139/CD9ACADF326BE5B5E3204961157C13CB.jpg,全国
9,150107,【盛盛】サクなげ（チーズ味）２０個,1,【７NOW実施店舗専用商品】4/25(金)より販売開始。サクなげ（チーズ）を２０個入れた商品！　※７NOWアプリ/WEBでの販売価格は異なります。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150107/484BFE9B134040E058C764C121F6A762.jpg,全国
10,150057,サクなげ（うま塩）５個入り,259,国産チキン使用・国内製造のチキンナゲットです。軽くサクサクな衣とジューシーなお肉の食感にこだわりました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150057/D2746E4E0296AEA2E361BBF3095A9BB1.jpg,全国
11,150247,ハッシュポテト,121,外はサクサク、中はしっとり、ハッシュポテトです。じゃがいもを細かくカットし、成型して、揚げました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150247/0DDB83799D76A56FF06EB6B93AD0099C.jpg,近畿、岡山県、四国
12,150443,皮付きフライドポテト（しお味）,300,アメリカで栽培したじゃがいもを皮付きのままカットした、塩味付きのフライドポテトです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150443/029DCD9E00B9E7131FAF44D50FD89D8E.jpg,北海道、東北、関東、甲信越、北陸
13,150442,皮付きフライドポテトＳ（しお味）,150,アメリカで栽培したじゃがいもを皮付きのままカットした、塩味付きのフライドポテトです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150442/A4D4E16A386542A284B6956B138D1072.jpg,北海道、東北、関東、甲信越、北陸
14,150110,ジューシー粗挽きソーセージ,162,原材料の高騰により、価格を139円（税抜）から150円（税抜）に変更いたします。天然腸使用のパキっとした食感と、粗挽き肉によるジューシー感が特徴の商品です。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150110/DE5FC7CA08C4D69427C15D66B33FEA6F.jpg,全国
15,150745,お店で揚げたボールドーナツ３個,230,お店で揚げる 外はサクサク・中はしっとり のひとくちボールドーナツです。乳と卵のコクが感じられる美味しさの商品です。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150745/E8DA6300E9B9727F4432EB9A7AB1E7B9.jpg,鳥取県、島根県、広島県、山口県
1,150092,ふんわり×ごろっと　　肉まん,168,熟成期間をとった旨みの強い豚肉と玉ねぎ，筍，椎茸を加えた、ゴロゴロとした具材感が楽しめる中具を、米粉を配合したふんわりしっとりとした生地で包んだ肉まんです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150092/32056A5CB7AC6BAAE7A4A63E7B49D1F3.jpg,全国
2,150312,もちもち×ずっしり　　大入り豚まん,251,1個でしっかりボリュームの食べ応えのある豚まんです。熟成期間をとった豚肉を使用した、ジューシーで旨みたっぷりの中具を、しっとりもちもち生地で包みました。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150312/E6388C5F1FC4050E33D43BFAA6D0F123.jpg,北海道、東北、関東、甲信越、北陸、東海、中国、四国、九州、沖縄
3,150581,もっちり×ジューシー　特製豚まん,211,豚肉の旨みが感じられるジューシーな中具と、もっちり食感と自然な甘みのある生地が特長の豚まんです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150581/BD76380A77DE98505C90CB23EBD6A7B2.jpg,近畿
4,150310,ふわふわ×とろっと濃厚ごまあんまん,161,ごま風味豊かでとろっとなめらかなあんを、しっとりふわふわな生地で包んだごまあんまんです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150310/F6CC9C15883A89A39F8ADF0F17E3B3F3.jpg,北海道、東北、関東、甲信越、北陸、東海、中国、四国、九州、沖縄
5,150582,もちふわ×つぶつぶ　つぶあんまん,140,関西地域で好まれる控えめな甘さで、風味と味を引き立てた良質なつぶあんを、もっちりふんわり食感の生地で包んだあんまんです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150582/27623D824871B5B07C4AEEE95E4A255A.jpg,近畿
6,150129,もちふわ×とろ～り　　ピザまん,171,すっきりとしたトマトの酸味と甘みが食べ進めやすいトマトソースと、とろ～りコクのあるチーズを組み合わせた、しっとりもちふわ食感のピザまんです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150129/533EA6CCC167C63F0599F3C9579AB49D.jpg,全国
7,150724,とろけるチェダーの　　濃厚チーズ肉まん,211,とろけるチェダーチーズの濃厚さとコクがたまらない、満足感のある肉まんです。,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150724/9A26B9CFB64F025523491513B46D484E.jpg,新潟県、北陸、岐阜県、愛知県、三重県、近畿、中国、四国、沖縄
8,150073,つぶつぶ×クリーミー　コーンクリームまん,171,つぶつぶコーンが入った濃厚でなめらかなクリームを包んだ、冷えた体がほっこり温まる北海道限定の中華まんです,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150073/7FC4D352295B6F9F92656CEE3B3E6789.jpg,北海道
